"4070", "Bethel High"
"4280", "Graham-Kapowsin High"
"4580", "Spanaway Lake High"
"4480", "High School #4"
"4730", "Lab"
"4600", "Pierce County Skills Center"
"3050", "Bethel Middle School"
"3960", "Cedarcrest Middle School"
"3250", "Cougar Mountain Middle School"
"3060", "Frontier Middle School"
"3300", "Liberty Middle School"
"3510", "Spanaway Middle School"
"5633", "Bethel Virtual Academy"
